,Name,IMDB_link,descriptor1,descriptor2,descriptor3
0,Spider-Man,https://www.imdb.com/title/tt0145487/,action,adventure,sci-fi
1,Star Wars: Episode II - Attack of the Clones,https://www.imdb.com/title/tt0121765/,action,adventure,fantasy
2,Harry Potter and the Chamber of Secrets,https://www.imdb.com/title/tt0295297/,adventure,family,fantasy
3,Signs,https://www.imdb.com/title/tt0286106/,drama,mystery,sci-fi
4,My Big Fat Greek Wedding,https://www.imdb.com/title/tt0259446/,comedy,drama,romance
5,The Lord of the Rings: The Two Towers,https://www.imdb.com/title/tt0167261/,adventure,drama,fantasy
6,Austin Powers in Goldmember,https://www.imdb.com/title/tt0295178/,action,adventure,comedy
7,Men in Black II,https://www.imdb.com/title/tt0120912/,action,adventure,comedy
8,Ice Age,https://www.imdb.com/title/tt0268380/,animation,adventure,comedy
9,A Beautiful Mind,https://www.imdb.com/title/tt0268978/,biography,drama,
10,Scooby-Doo,https://www.imdb.com/title/tt0267913/,adventure,comedy,family
11,The Lord of the Rings: The Fellowship of the Ring,https://www.imdb.com/title/tt0120737/,adventure,drama,fantasy
12,Die Another Day,https://www.imdb.com/title/tt0246460/,action,adventure,thriller
13,Lilo & Stitch,https://www.imdb.com/title/tt0275847/,animation,adventure,comedy
14,xXx,https://www.imdb.com/title/tt0295701/,action,adventure,thriller
15,The Santa Clause 2,https://www.imdb.com/title/tt0304669/,comedy,family,fantasy
16,Minority Report,https://www.imdb.com/title/tt0181689/,action,crime,mystery
17,The Ring,https://www.imdb.com/title/tt0298130/,horror,mystery,
18,Mr. Deeds,https://www.imdb.com/title/tt0280590/,comedy,romance,
19,Sweet Home Alabama,https://www.imdb.com/title/tt0256415/,comedy,romance,
20,The Bourne Identity,https://www.imdb.com/title/tt0258463/,action,mystery,thriller
21,The Sum of All Fears,https://www.imdb.com/title/tt0164184/,action,drama,thriller
22,8 Mile,https://www.imdb.com/title/tt0298203/,drama,music,
23,Black Hawk Down,https://www.imdb.com/title/tt0265086/,drama,history,war
24,Road to Perdition,https://www.imdb.com/title/tt0257044/,crime,drama,thriller
25,Panic Room,https://www.imdb.com/title/tt0258000/,crime,drama,thriller
26,Red Dragon,https://www.imdb.com/title/tt0289765/,crime,drama,thriller
27,The Scorpion King,https://www.imdb.com/title/tt0277296/,action,adventure,fantasy
28,Spy Kids 2: Island of Lost Dreams,https://www.imdb.com/title/tt0287717/,action,adventure,comedy
29,Blade II,https://www.imdb.com/title/tt0187738/,action,horror,sci-fi
30,Snow Dogs,https://www.imdb.com/title/tt0281373/,adventure,comedy,family
31,We Were Soldiers,https://www.imdb.com/title/tt0277434/,action,drama,history
32,Barbershop,https://www.imdb.com/title/tt0303714/,comedy,drama,
33,The Rookie,https://www.imdb.com/title/tt7587890/,comedy,crime,drama
34,Spirit: Stallion of the Cimarron,https://www.imdb.com/title/tt0166813/,animation,adventure,drama
35,John Q,https://www.imdb.com/title/tt0251160/,crime,drama,thriller
36,Divine Secrets of the Ya-Ya Sisterhood,https://www.imdb.com/title/tt0279778/,drama,,
37,Insomnia,https://www.imdb.com/title/tt0278504/,drama,mystery,thriller
38,Changing Lanes,https://www.imdb.com/title/tt0264472/,drama,thriller,
39,Stuart Little 2,https://www.imdb.com/title/tt0243585/,animation,adventure,comedy
40,Jackass: The Movie,https://www.imdb.com/title/tt0322802/,documentary,action,comedy
41,Catch Me If You Can,https://www.imdb.com/title/tt0264464/,biography,crime,drama
42,Maid in Manhattan,https://www.imdb.com/title/tt0252076/,comedy,drama,romance
43,The Time Machine,https://www.imdb.com/title/tt0268695/,action,adventure,sci-fi
44,The Count of Monte Cristo,https://www.imdb.com/title/tt0245844/,action,adventure,drama
45,Unfaithful,https://www.imdb.com/title/tt0250797/,drama,romance,thriller
46,Like Mike,https://www.imdb.com/title/tt0308506/,comedy,family,fantasy
47,Ocean's Eleven,https://www.imdb.com/title/tt0240772/,crime,thriller,
48,The Tuxedo,https://www.imdb.com/title/tt0290095/,action,comedy,sci-fi
49,Two Weeks Notice,https://www.imdb.com/title/tt0313737/,comedy,romance,
50,Peter Pan 2: Return to Never Land,https://www.imdb.com/title/tt0280030/,animation,adventure,family
51,Big Fat Liar,https://www.imdb.com/title/tt0265298/,adventure,comedy,family
52,The Royal Tenenbaums,https://www.imdb.com/title/tt0265666/,comedy,drama,
53,Reign of Fire,https://www.imdb.com/title/tt0253556/,action,adventure,fantasy
54,High Crimes,https://www.imdb.com/title/tt0257756/,crime,drama,mystery
55,About a Boy,https://www.imdb.com/title/tt0276751/,comedy,drama,romance
56,A Walk to Remember,https://www.imdb.com/title/tt0281358/,drama,romance,
57,Orange County,https://www.imdb.com/title/tt0273923/,comedy,drama,
58,Windtalkers,https://www.imdb.com/title/tt0245562/,action,drama,war
59,Gosford Park,https://www.imdb.com/title/tt0280707/,comedy,drama,mystery
60,Blue Crush,https://www.imdb.com/title/tt0300532/,drama,romance,sport
61,The Master of Disguise,https://www.imdb.com/title/tt0295427/,adventure,comedy,family
62,I Am Sam,https://www.imdb.com/title/tt0277027/,drama,,
63,Resident Evil,https://www.imdb.com/title/tt0120804/,action,horror,sci-fi
64,Collateral Damage,https://www.imdb.com/title/tt0233469/,action,drama,thriller
65,Enough,https://www.imdb.com/title/tt0278435/,crime,drama,thriller
66,Drumline,https://www.imdb.com/title/tt0303933/,comedy,drama,romance
67,Undercover Brother,https://www.imdb.com/title/tt0279493/,action,comedy,
68,Showtime,https://www.imdb.com/title/tt0284490/,action,comedy,crime
69,40 Days and 40 Nights,https://www.imdb.com/title/tt0243736/,comedy,romance,
70,Crossroads,https://www.imdb.com/title/tt0090888/,drama,music,mystery
71,Clockstoppers,https://www.imdb.com/title/tt0157472/,action,adventure,comedy
72,The Mothman Prophecies,https://www.imdb.com/title/tt0265349/,drama,horror,mystery
73,Star Trek: Nemesis,https://www.imdb.com/title/tt0253754/,action,adventure,sci-fi
74,E.T. the Extra-Terrestrial,https://www.imdb.com/title/tt0083866/,family,sci-fi,
75,Jimmy Neutron: Boy Genius,https://www.imdb.com/title/tt0268397/,animation,action,adventure
76,K-19: The Widowmaker,https://www.imdb.com/title/tt0267626/,drama,history,thriller
77,Gangs of New York,https://www.imdb.com/title/tt0217505/,crime,drama,
78,In the Bedroom,https://www.imdb.com/title/tt0247425/,crime,drama,
79,Treasure Planet,https://www.imdb.com/title/tt0133240/,animation,adventure,family
80,I Spy,https://www.imdb.com/title/tt0297181/,action,adventure,comedy
81,Friday After Next,https://www.imdb.com/title/tt0293815/,comedy,drama,
82,Vanilla Sky,https://www.imdb.com/title/tt0259711/,fantasy,mystery,romance
83,Murder by Numbers,https://www.imdb.com/title/tt0264935/,crime,mystery,thriller
84,One Hour Photo,https://www.imdb.com/title/tt0265459/,drama,thriller,
85,Monster's Ball,https://www.imdb.com/title/tt0285742/,drama,romance,
86,Halloween: Resurrection,https://www.imdb.com/title/tt0220506/,horror,thriller,
87,Queen of the Damned,https://www.imdb.com/title/tt0238546/,drama,fantasy,horror
88,Dragonfly,https://www.imdb.com/title/tt0259288/,drama,fantasy,mystery
89,The Banger Sisters,https://www.imdb.com/title/tt0280460/,comedy,drama,
90,Bad Company,https://www.imdb.com/title/tt0280486/,action,adventure,comedy
91,Space Station 3D,https://www.imdb.com/title/tt0290296/,documentary,,
92,Kate & Leopold,https://www.imdb.com/title/tt0035423/,comedy,fantasy,romance
93,The New Guy,https://www.imdb.com/title/tt0241760/,comedy,,
94,Ghost Ship,https://www.imdb.com/title/tt0288477/,horror,,
95,Harry Potter and the Sorcerer's Stone,https://www.imdb.com/title/tt0241527/,adventure,family,fantasy
96,Analyze That,https://www.imdb.com/title/tt0289848/,comedy,crime,
97,Swimfan,https://www.imdb.com/title/tt0283026/,drama,thriller,
98,The Crocodile Hunter: Collision Course,https://www.imdb.com/title/tt0305396/,action,adventure,comedy
99,Brown Sugar,https://www.imdb.com/title/tt0297037/,romance,comedy,drama
100,Blood Work,https://www.imdb.com/title/tt0309377/,action,crime,drama
101,All About the Benjamins,https://www.imdb.com/title/tt0278295/,action,comedy,crime
102,The Transporter,https://www.imdb.com/title/tt0293662/,action,crime,thriller
103,Jonah: A VeggieTales Movie,https://www.imdb.com/title/tt0298388/,animation,adventure,comedy
104,The Sweetest Thing,https://www.imdb.com/title/tt0253867/,comedy,romance,
105,Beauty and the Beast,https://www.imdb.com/title/tt2771200/,family,fantasy,musical
106,The Hot Chick,https://www.imdb.com/title/tt0302640/,comedy,fantasy,
107,Eight Crazy Nights,https://www.imdb.com/title/tt0271263/,animation,comedy,musical
108,City by the Sea,https://www.imdb.com/title/tt0269095/,crime,drama,mystery
109,The Wild Thornberrys Movie,https://www.imdb.com/title/tt0282120/,animation,adventure,comedy
110,Ali,https://www.imdb.com/title/tt0248667/,biography,drama,sport
111,Van Wilder: Party Liaison,https://www.imdb.com/title/tt0283111/,comedy,romance,
112,Frida,https://www.imdb.com/title/tt0120679/,biography,drama,romance
113,Martin Lawrence Live: Runteldat,https://www.imdb.com/title/tt0327036/,documentary,comedy,
114,Hart's War,https://www.imdb.com/title/tt0251114/,drama,war,
115,Rollerball,https://www.imdb.com/title/tt0073631/,action,sci-fi,sport
116,Tuck Everlasting,https://www.imdb.com/title/tt0283084/,drama,family,fantasy
117,Super Troopers,https://www.imdb.com/title/tt0247745/,comedy,crime,mystery
118,"Monsters, Inc.",https://www.imdb.com/title/tt0198781/,animation,adventure,comedy
119,The Four Feathers,https://www.imdb.com/title/tt0240510/,action,adventure,drama
120,Punch-Drunk Love,https://www.imdb.com/title/tt0272338/,comedy,drama,romance
121,Amélie,https://www.imdb.com/title/tt0211915/,comedy,romance,
122,Eight Legged Freaks,https://www.imdb.com/title/tt0271367/,action,adventure,comedy
123,The Country Bears,https://www.imdb.com/title/tt0276033/,comedy,family,music
124,Serving Sara,https://www.imdb.com/title/tt0261289/,comedy,romance,
125,White Oleander,https://www.imdb.com/title/tt0283139/,drama,,
126,Kung Pow: Enter the Fist,https://www.imdb.com/title/tt0240468/,action,comedy,
127,Empire,https://www.imdb.com/title/tt3228904/,drama,music,
128,Half Past Dead,https://www.imdb.com/title/tt0297162/,action,crime,thriller
129,Bowling for Columbine,https://www.imdb.com/title/tt0310793/,documentary,crime,drama
130,The Next Best Thing,https://www.imdb.com/title/tt0156841/,comedy,drama,romance
131,Solaris,https://www.imdb.com/title/tt0069293/,drama,mystery,sci-fi
132,Life or Something Like It,https://www.imdb.com/title/tt0282687/,comedy,romance,
133,Ballistic: Ecks vs. Sever,https://www.imdb.com/title/tt0308208/,action,crime,mystery
134,Stealing Harvard,https://www.imdb.com/title/tt0265808/,comedy,crime,
135,The Good Girl,https://www.imdb.com/title/tt0279113/,drama,romance,
136,Monsoon Wedding,https://www.imdb.com/title/tt0265343/,comedy,drama,romance
137,Y Tu Mamá También,https://www.imdb.com/title/tt0245574/,drama,,
138,Hey Arnold! The Movie,https://www.imdb.com/title/tt0314166/,animation,adventure,comedy
139,The Emperor's Club,https://www.imdb.com/title/tt0283530/,drama,,
140,Juwanna Mann,https://www.imdb.com/title/tt0247444/,comedy,drama,romance
141,Feardotcom,https://www.imdb.com/title/tt0295254/,crime,horror,thriller
142,Jason X,https://www.imdb.com/title/tt0211443/,action,horror,sci-fi
143,Frailty,https://www.imdb.com/title/tt0264616/,crime,drama,thriller
144,How High,https://www.imdb.com/title/tt0278488/,comedy,fantasy,
145,Undisputed,https://www.imdb.com/title/tt0281322/,action,crime,drama
146,They,https://www.imdb.com/title/tt0283632/,horror,mystery,thriller
147,The Majestic,https://www.imdb.com/title/tt0268995/,drama,romance,
148,Knockaround Guys,https://www.imdb.com/title/tt0211465/,crime,drama,thriller
149,The Powerpuff Girls Movie,https://www.imdb.com/title/tt0289408/,animation,action,adventure
150,CyberWorld,https://www.imdb.com/title/tt0233508/,animation,short,
151,Brotherhood of the Wolf,https://www.imdb.com/title/tt0237534/,action,adventure,drama
152,Abandon,https://www.imdb.com/title/tt0267248/,drama,mystery,romance
153,Far from Heaven,https://www.imdb.com/title/tt0297884/,drama,,
154,Sorority Boys,https://www.imdb.com/title/tt0279781/,comedy,,
155,Possession,https://www.imdb.com/title/tt0082933/,drama,horror,
156,S1m0ne,https://www.imdb.com/title/tt0258153/,comedy,drama,sci-fi
157,The Shipping News,https://www.imdb.com/title/tt0120824/,drama,,
158,Behind Enemy Lines,https://www.imdb.com/title/tt0159273/,action,drama,thriller
159,The Importance of Being Earnest,https://www.imdb.com/title/tt0278500/,comedy,drama,romance
160,Death to Smoochy,https://www.imdb.com/title/tt0266452/,comedy,crime,drama
161,Joe Somebody,https://www.imdb.com/title/tt0279889/,comedy,drama,
162,Star Wars: Episode II - Attack of the Clones,https://www.imdb.com/title/tt0121765/,action,adventure,fantasy
163,Not Another Teen Movie,https://www.imdb.com/title/tt0277371/,comedy,,
164,Shackleton's Antarctic Adventure,https://www.imdb.com/title/tt0280105/,documentary,short,
165,Big Trouble,https://www.imdb.com/title/tt0246464/,comedy,crime,thriller
166,Trapped,https://www.imdb.com/title/tt3561180/,crime,drama,thriller
167,Kissing Jessica Stein,https://www.imdb.com/title/tt0264761/,comedy,drama,romance
168,Moonlight Mile,https://www.imdb.com/title/tt0179098/,drama,romance,
169,Spider-Man/Men in Black II,https://www.imdb.com/title/tt0120912/,action,adventure,comedy
170,Femme Fatale,https://www.imdb.com/title/tt0280665/,crime,drama,mystery
171,The Rules of Attraction,https://www.imdb.com/title/tt0292644/,comedy,drama,romance
172,Impostor,https://www.imdb.com/title/tt0160399/,drama,mystery,sci-fi
173,Deuces Wild,https://www.imdb.com/title/tt0231448/,action,crime,drama
174,Iris,https://www.imdb.com/title/tt0280778/,biography,drama,romance
175,Spirited Away,https://www.imdb.com/title/tt0245429/,animation,adventure,family
176,The Truth About Charlie,https://www.imdb.com/title/tt0270707/,mystery,thriller,
177,Slackers,https://www.imdb.com/title/tt0240900/,comedy,romance,
178,Formula 51,https://www.imdb.com/title/tt0227984/,action,comedy,crime
179,Real Women Have Curves,https://www.imdb.com/title/tt0296166/,comedy,drama,
180,Birthday Girl,https://www.imdb.com/title/tt0188453/,comedy,crime,thriller
181,Hollywood Ending,https://www.imdb.com/title/tt0278823/,comedy,romance,
182,Extreme Ops,https://www.imdb.com/title/tt0283160/,action,adventure,thriller
183,Igby Goes Down,https://www.imdb.com/title/tt0280760/,comedy,drama,
184,Adaptation.,https://www.imdb.com/title/tt0268126/,comedy,drama,
185,Italian for Beginners,https://www.imdb.com/title/tt0243862/,comedy,drama,romance
186,The Adventures of Pluto Nash,https://www.imdb.com/title/tt0180052/,comedy,action,sci-fi
187,Lantana,https://www.imdb.com/title/tt0259393/,drama,mystery,romance
188,Enigma,https://www.imdb.com/title/tt0157583/,drama,mystery,romance
189,The Crime of Padre Amaro,https://www.imdb.com/title/tt0313196/,drama,romance,
190,The Other Side of Heaven,https://www.imdb.com/title/tt0250371/,adventure,biography,drama
191,Séraphin: un homme et son péché,https://www.imdb.com/title/tt0221013/,drama,,
192,Men with Brooms,https://www.imdb.com/title/tt0263734/,comedy,drama,romance
193,Lovely & Amazing,https://www.imdb.com/title/tt0258273/,comedy,drama,romance
194,Ultimate X: The Movie,https://www.imdb.com/title/tt0297445/,documentary,sport,
195,Mostly Martha,https://www.imdb.com/title/tt0246772/,comedy,romance,drama
196,Secretary,https://www.imdb.com/title/tt0274812/,comedy,drama,romance
197,Antwone Fisher,https://www.imdb.com/title/tt0168786/,biography,drama,
198,T-Rex: Back to the Cretaceous,https://www.imdb.com/title/tt0163862/,adventure,family,fantasy
199,Thirteen Conversations About One Thing,https://www.imdb.com/title/tt0268690/,drama,,
