photoimage,actorname,actorimdb,dateofbirth,placeofbirth,minibio,trivia,race,gender,Domestic
,Pierre Falardeau,http://www.imdb.com/name/nm0265853/,,,,,,,0
,Pierre Morel,http://www.imdb.com/name/nm0603628/,,,,,,,1
,Pierre Salvadori,http://www.imdb.com/name/nm0759270/,,,,,,,0
,Pieter Jan Brugge,http://www.imdb.com/name/nm0115764/,,,,,,,1
,Pitof,http://www.imdb.com/name/nm0685759/,,,,,,,1
,Prachya Pinkaew,http://www.imdb.com/name/nm1272773/,,,,,,,0
,Prakash Jha,http://www.imdb.com/name/nm0422552/,,,,,,,0
,Preston A. Whitmore II,http://www.imdb.com/name/nm0926211/,,,,,,,1
,Quentin Tarantino,http://www.imdb.com/name/nm0000233/,,,,,,,1
,R.J. Cutler,http://www.imdb.com/name/nm0191712/,,,,,,,1
,RZA,http://www.imdb.com/name/nm0753526/,,,,,,,1
,Raja Gosnell,http://www.imdb.com/name/nm0331532/,,,,,,,1
,Rajkumar Hirani,http://www.imdb.com/name/nm0386246/,,,,,,,0
,Rakesh Roshan,http://www.imdb.com/name/nm0004363/,,,,,,,0
,Rakeysh Omprakash Mehra,http://www.imdb.com/name/nm1018493/,,,,,,,0
,Rama Burshtein,http://www.imdb.com/name/nm5112815/,,,,,,,0
,Raman Hui,http://www.imdb.com/name/nm0401203/,,,,,,,1
,Ramin Bahrani,http://www.imdb.com/name/nm1023919/,,,,,,,1
,Randall Miller,http://www.imdb.com/name/nm0589168/,,,,,,,1
,Randall Wallace,http://www.imdb.com/name/nm0908824/,,,,,,,1
,Ravi Patel,http://www.imdb.com/name/nm2201027/,,,,,,,1
,Rawson Marshall Thurber,http://www.imdb.com/name/nm1098493/,,,,,,,1
,Raymond De Felitta,http://www.imdb.com/name/nm0208343/,,,,,,,1
,Reema Kagti,http://www.imdb.com/name/nm1030373/,,,,,,,0
,Renny Harlin,http://www.imdb.com/name/nm0001317/,,,,,,,1
,Rian Johnson,http://www.imdb.com/name/nm0426059/,,,,,,,1
,Ric Roman Waugh,http://www.imdb.com/name/nm0006846/,,,,,,,1
,Ricardo de Montreuil,http://www.imdb.com/name/nm1662693/,,,,,,,0
,Rich Christiano,http://www.imdb.com/name/nm0160126/,,,,,,,1
,Rich Moore,http://www.imdb.com/name/nm0601781/,,,,,,,1
,Richard Curtis,http://www.imdb.com/name/nm0193485/,,,,,,,0
,Richard Donner,http://www.imdb.com/name/nm0001149/,,,,,,,1
,Richard Eyre,http://www.imdb.com/name/nm0264236/,,,,,,,0
,Richard Glatzer,http://www.imdb.com/name/nm0322144/,,,,,,,1
,Richard J. Lewis,http://www.imdb.com/name/nm0003557/,,,,,,,0
,Richard Kelly,http://www.imdb.com/name/nm0446819/,,,,,,,1
,Richard LaGravenese,http://www.imdb.com/name/nm0481418/,,,,,,,1
,Richard Linklater,http://www.imdb.com/name/nm0000500/,,,,,,,1
,Richard Loncraine,http://www.imdb.com/name/nm0518644/,,,,,,,1
,Richard Press,http://www.imdb.com/name/nm0696236/,,,,,,,1
,Richard Robbins,http://www.imdb.com/name/nm0730446/,,,,,,,1
,Richard Shepard,http://www.imdb.com/name/nm0791672/,,,,,,,1
,Richard Starzak,http://www.imdb.com/name/nm0326450/,,,,,,,0
,Rick Famuyiwa,http://www.imdb.com/name/nm0266622/,,,,,,,1
,Ricki Stern,http://www.imdb.com/name/nm0827830/,,,,,,,1
,Ricky Gervais,http://www.imdb.com/name/nm0315041/,,,,,,,1
,Ridley Scott,http://www.imdb.com/name/nm0000631/,,,,,,,1
,Rik Swartzwelder,http://www.imdb.com/name/nm1270318/,,,,,,,1
,Ritesh Batra,http://www.imdb.com/name/nm3592235/,,,,,,,0
,Rob Bowman,http://www.imdb.com/name/nm0101385/,,,,,,,1
,Rob Cohen,http://www.imdb.com/name/nm0003418/,,,,,,,1
,Rob Hardy,http://www.imdb.com/name/nm0362734/,,,,,,,1
,Rob Letterman,http://www.imdb.com/name/nm1224299/,,,,,,,1
,Rob Marshall,http://www.imdb.com/name/nm0551128/,,,,,,,1
,Rob McKittrick,http://www.imdb.com/name/nm1301035/,,,,,,,1
,Rob Minkoff,http://www.imdb.com/name/nm0591450/,,,,,,,1
,Rob Reiner,http://www.imdb.com/name/nm0001661/,,,,,,,1
,Rob Thomas,http://www.imdb.com/name/nm0859432/,,,,,,,1
,Rob Zombie,http://www.imdb.com/name/nm0957772/,,,,,,,1
,Robert Altman,http://www.imdb.com/name/nm0000265/,,,,,,,1
,Robert B. Weide,http://www.imdb.com/name/nm0004332/,,,,,,,0
,Robert Ben Garant,http://www.imdb.com/name/nm0304830/,,,,,,,1
,Robert Benton,http://www.imdb.com/name/nm0000914/,,,,,,,1
,Robert C. Ramirez,http://www.imdb.com/name/nm0708371/,,,,,,,1
,Robert De Niro,http://www.imdb.com/name/nm0000134/,,,,,,,1
,Robert Kenner,http://www.imdb.com/name/nm0448422/,,,,,,,1
,Robert Lorenz,http://www.imdb.com/name/nm0520749/,,,,,,,1
,Robert Luketic,http://www.imdb.com/name/nm0525659/,,,,,,,1
,Robert Pulcini,http://www.imdb.com/name/nm0700301/,,,,,,,1
,Robert Redford,http://www.imdb.com/name/nm0000602/,,,,,,,1
,Robert Rodriguez,http://www.imdb.com/name/nm0001675/,,,,,,,1
,Robert Schwentke,http://www.imdb.com/name/nm0777881/,,,,,,,1
,Robert Shaye,http://www.imdb.com/name/nm0790144/,,,,,,,1
,Robert Stevenhagen,http://www.imdb.com/name/nm0828207/,,,,,,,1
,Robert Stromberg,http://www.imdb.com/name/nm0834902/,,,,,,,1
,Robert Zemeckis,http://www.imdb.com/name/nm0000709/,,,,,,,1
,Roberts Gannaway,http://www.imdb.com/name/nm0304432/,,,,,,,1
,Robin Swicord,http://www.imdb.com/name/nm0842523/,,,,,,,1
,Rod Lurie,http://www.imdb.com/name/nm0527109/,,,,,,,1
,Rodolfo Riva-Palacio Alatriste,http://www.imdb.com/name/nm1349604/,,,,,,,0
,Rodrigo Cort¨¦s,http://www.imdb.com/name/nm0181579/,,,,,,,1
,Rodrigo Garc¨ªa,http://www.imdb.com/name/nm0006554/,,,,,,,1
,Roger Allers,http://www.imdb.com/name/nm0021249/,,,,,,,1
,Roger Donaldson,http://www.imdb.com/name/nm0002044/,,,,,,,1
,Roger Kumble,http://www.imdb.com/name/nm0474955/,,,,,,,1
,Roger Michell,http://www.imdb.com/name/nm0585011/,,,,,,,1
,Rohit Shetty,http://www.imdb.com/name/nm1460159/,,,,,,,0
,Roland Emmerich,http://www.imdb.com/name/nm0000386/,,,,,,,1
,Roman Polanski,http://www.imdb.com/name/nm0000591/,,,,,,,0
,Ron Clements,http://www.imdb.com/name/nm0166256/,,,,,,,1
,Ron Fricke,http://www.imdb.com/name/nm0294825/,,,,,,,1
,Ron Howard,http://www.imdb.com/name/nm0000165/,,,,,,,1
,Ron Krauss,http://www.imdb.com/name/nm0470323/,,,,,,,1
,Ron Underwood,http://www.imdb.com/name/nm0881038/,,,,,,,1
,Ronan Chapalain,http://www.imdb.com/name/nm3654605/,,,,,,,0
,Ronnie Del Carmen,http://www.imdb.com/name/nm0215455/,,,,,,,1
,Ronny Yu,http://www.imdb.com/name/nm0950553/,,,,,,,0
,Ross Kauffman,http://www.imdb.com/name/nm1502104/,,,,,,,1
,Rowan Joffe,http://www.imdb.com/name/nm0423626/,,,,,,,1
,Rowdy Herrington,http://www.imdb.com/name/nm0380705/,,,,,,,1
,Ruba Nadda,http://www.imdb.com/name/nm0618779/,,,,,,,0
,Ruben Fleischer,http://www.imdb.com/name/nm0281508/,,,,,,,1
,Ruben ?stlund,http://www.imdb.com/name/nm1128037/,,,,,,,0
,Rupert Goold,http://www.imdb.com/name/nm3734458/,,,,,,,1
,Rupert Sanders,http://www.imdb.com/name/nm2782185/,,,,,,,1
,Rupert Wainwright,http://www.imdb.com/name/nm0906548/,,,,,,,1
,Rupert Wyatt,http://www.imdb.com/name/nm1012501/,,,,,,,1
,Russell Crowe,http://www.imdb.com/name/nm0000128/,,,,,,,0
,Russell Holt,http://www.imdb.com/name/nm1112199/,,,,,,,1
,Russell Mulcahy,http://www.imdb.com/name/nm0611683/,,,,,,,0
,Rusty Cundieff,http://www.imdb.com/name/nm0192090/,,,,,,,1
,Ryan Coogler,http://www.imdb.com/name/nm3363032/,,,,,,,1
,Ryan Fleck,http://www.imdb.com/name/nm0281396/,,,,,,,1
,Ryan Murphy,http://www.imdb.com/name/nm0614682/,,,,,,,1
,S. Shankar,http://www.imdb.com/name/nm0788171/,,,,,,,0
,S.S. Rajamouli,http://www.imdb.com/name/nm1442514/,,,,,,,0
,Sabir Khan,http://www.imdb.com/name/nm1287649/,,,,,,,0
,Sacha Gervasi,http://www.imdb.com/name/nm0315065/,,,,,,,1
,Sajid Khan,http://www.imdb.com/name/nm1349318/,,,,,,,0
,Sajid Nadiadwala,http://www.imdb.com/name/nm0618898/,,,,,,,0
,Salim Akil,http://www.imdb.com/name/nm0015328/,,,,,,,1
,Sam Fell,http://www.imdb.com/name/nm0271402/,,,,,,,1
,Sam Mendes,http://www.imdb.com/name/nm0005222/,,,,,,,1
,Sam Miller,http://www.imdb.com/name/nm0589284/,,,,,,,1
,Sam Raimi,http://www.imdb.com/name/nm0000600/,,,,,,,1
,Sam Taylor-Johnson,http://www.imdb.com/name/nm0853374/,,,,,,,1
,Samuel Bayer,http://www.imdb.com/name/nm1207904/,,,,,,,1
,Sanaa Hamri,http://www.imdb.com/name/nm1065402/,,,,,,,1
,Sanjay Leela Bhansali,http://www.imdb.com/name/nm0080220/,,,,,,,0
,Sara Sugarman,http://www.imdb.com/name/nm0837406/,,,,,,,1
,Sarah Gavron,http://www.imdb.com/name/nm0310673/,,,,,,,0
,Sarah Polley,http://www.imdb.com/name/nm0001631/,,,,,,,0
,Sarah Smith,http://www.imdb.com/name/nm0809877/,,,,,,,1
,Saul Dibb,http://www.imdb.com/name/nm1314116/,,,,,,,0
,Scott Cooper,http://www.imdb.com/name/nm0178376/,,,,,,,1
,Scott Derrickson,http://www.imdb.com/name/nm0220600/,,,,,,,1
,Scott Frank,http://www.imdb.com/name/nm0291082/,,,,,,,1
,Scott Hicks,http://www.imdb.com/name/nm0382956/,,,,,,,1
,Scott Marshall,http://www.imdb.com/name/nm0551167/,,,,,,,1
,Scott Moore,http://www.imdb.com/name/nm0601859/,,,,,,,1
,Scott Speer,http://www.imdb.com/name/nm1228976/,,,,,,,1
,Scott Stewart,http://www.imdb.com/name/nm0829820/,,,,,,,1
,Scott Waugh,http://www.imdb.com/name/nm0915304/,,,,,,,1
,Scott Wiper,http://www.imdb.com/name/nm0007045/,,,,,,,1
,Sean Anders,http://www.imdb.com/name/nm1890845/,,,,,,,1
,Sean Durkin,http://www.imdb.com/name/nm1699934/,,,,,,,1
,Sean MacLeod Phillips,http://www.imdb.com/name/nm0680782/,,,,,,,1
,Sean McNamara,http://www.imdb.com/name/nm0573732/,,,,,,,1
,Sean Penn,http://www.imdb.com/name/nm0000576/,,,,,,,1
,Sebastian Junger,http://www.imdb.com/name/nm0432631/,,,,,,,1
,Sebastian del Amo,http://www.imdb.com/name/nm1197064/,,,,,,,0
,Sergey Bodrov,http://www.imdb.com/name/nm0091076/,,,,,,,1
,Sergio Arau,http://www.imdb.com/name/nm0033190/,,,,,,,1
,Seth Barrish,http://www.imdb.com/name/nm0057592/,,,,,,,1
,Seth Gordon,http://www.imdb.com/name/nm1164861/,,,,,,,1
,Seth MacFarlane,http://www.imdb.com/name/nm0532235/,,,,,,,1
,Seth Rogen,http://www.imdb.com/name/nm0736622/,,,,,,,1
,Shana Feste,http://www.imdb.com/name/nm0275277/,,,,,,,1
,Shane Acker,http://www.imdb.com/name/nm0009942/,,,,,,,1
,Shane Black,http://www.imdb.com/name/nm0000948/,,,,,,,1
,Shane Carruth,http://www.imdb.com/name/nm1503403/,,,,,,,1
,Shari Springer Berman,http://www.imdb.com/name/nm0075849/,,,,,,,1
,Shawn Levy,http://www.imdb.com/name/nm0506613/,,,,,,,1
,Shekhar Kapur,http://www.imdb.com/name/nm0001408/,,,,,,,1
,Shoojit Sircar,http://www.imdb.com/name/nm1999473/,,,,,,,0
,Shunji Iwai,http://www.imdb.com/name/nm0412517/,,,,,,,1
,Siddharth Anand,http://www.imdb.com/name/nm1893457/,,,,,,,0
,Siddique,http://www.imdb.com/name/nm0796504/,,,,,,,0
,Sidney Lumet,http://www.imdb.com/name/nm0001486/,,,,,,,1
,Simon Curtis,http://www.imdb.com/name/nm0193508/,,,,,,,0
,Simon J. Smith,http://www.imdb.com/name/nm0971239/,,,,,,,1
,Simon Wells,http://www.imdb.com/name/nm0920425/,,,,,,,1
,Simon West,http://www.imdb.com/name/nm0922346/,,,,,,,1
,Simon Wincer,http://www.imdb.com/name/nm0934578/,,,,,,,1
,Sngmoo Lee,http://www.imdb.com/name/nm2788363/,,,,,,,0
,Sofia Coppola,http://www.imdb.com/name/nm0001068/,,,,,,,1
,Sooraj R. Barjatya,http://www.imdb.com/name/nm0054744/,,,,,,,0
,Spike Jonze,http://www.imdb.com/name/nm0005069/,,,,,,,1
,Spike Lee,http://www.imdb.com/name/nm0000490/,,,,,,,1
,Stacy Peralta,http://www.imdb.com/name/nm0672769/,,,,,,,1
,Stanley Donen,http://www.imdb.com/name/nm0002045/,,,,,,,1
,Stefan Ruzowitzky,http://www.imdb.com/name/nm0752328/,,,,,,,0
,Stefen Fangmeier,http://www.imdb.com/name/nm0266777/,,,,,,,1
,Stephan Elliott,http://www.imdb.com/name/nm0254632/,,,,,,,0
,Stephanie Soechtig,http://www.imdb.com/name/nm3253001/,,,,,,,1
,Stephen Chbosky,http://www.imdb.com/name/nm0154716/,,,,,,,1
,Stephen Chow,http://www.imdb.com/name/nm0159507/,,,,,,,0
,Stephen Daldry,http://www.imdb.com/name/nm0197636/,,,,,,,1
,Stephen Frears,http://www.imdb.com/name/nm0001241/,,,,,,,0
,Stephen Gaghan,http://www.imdb.com/name/nm0300866/,,,,,,,1
,Stephen Herek,http://www.imdb.com/name/nm0378893/,,,,,,,1
,Stephen Hillenburg,http://www.imdb.com/name/nm0384864/,,,,,,,1
,Stephen Hopkins,http://www.imdb.com/name/nm0394280/,,,,,,,1
,Stephen J. Anderson,http://www.imdb.com/name/nm0027459/,,,,,,,1
,Stephen Judson,http://www.imdb.com/name/nm0431971/,,,,,,,1
,Stephen Kay,http://www.imdb.com/name/nm0443181/,,,,,,,1
,Stephen Sommers,http://www.imdb.com/name/nm0814085/,,,,,,,1
,Stephen St. Leger,http://www.imdb.com/name/nm1908892/,,,,,,,0
,Stephen Walker,http://www.imdb.com/name/nm0908223/,,,,,,,0
,Sterling Van Wagenen,http://www.imdb.com/name/nm0888241/,,,,,,,1
,Steve 'Spaz' Williams,http://www.imdb.com/name/nm0931730/,,,,,,,1
,Steve Antin,http://www.imdb.com/name/nm0031078/,,,,,,,1
,Steve Bendelack,http://www.imdb.com/name/nm0070436/,,,,,,,0
,Steve Box,http://www.imdb.com/name/nm0101508/,,,,,,,0
,Steve Boyum,http://www.imdb.com/name/nm0102434/,,,,,,,1
,Steve Carr,http://www.imdb.com/name/nm0139867/,,,,,,,1
,Steve Hickner,http://www.imdb.com/name/nm0382769/,,,,,,,0
,Steve Martino,http://www.imdb.com/name/nm0553942/,,,,,,,1
,Steve McQueen,http://www.imdb.com/name/nm2588606/,,,,,,,1
,Steve Oedekerk,http://www.imdb.com/name/nm0644203/,,,,,,,1
,Steve Pink,http://www.imdb.com/name/nm0684336/,,,,,,,1
,Steve Purcell,http://www.imdb.com/name/nm0700760/,,,,,,,1
,Steve Race,http://www.imdb.com/name/nm0705058/,,,,,,,1
,Steve Rash,http://www.imdb.com/name/nm0711114/,,,,,,,1
,Steve Shill,http://www.imdb.com/name/nm0793455/,,,,,,,1
,Steven Brill,http://www.imdb.com/name/nm0109359/,,,,,,,1
,Steven Knight,http://www.imdb.com/name/nm1140275/,,,,,,,1
,Steven Lawrence,http://www.imdb.com/name/nm2401789/,,,,,,,1
,Steven Quale,http://www.imdb.com/name/nm0702797/,,,,,,,1
,Steven Soderbergh,http://www.imdb.com/name/nm0001752/,,,,,,,1
,Steven Spielberg,http://www.imdb.com/name/nm0000229/,,,,,,,1
,Steven Zaillian,http://www.imdb.com/name/nm0001873/,,,,,,,1
,Stewart Hendler,http://www.imdb.com/name/nm0376664/,,,,,,,1
,Stiles White,http://www.imdb.com/name/nm0925482/,,,,,,,1
,Stuart Beattie,http://www.imdb.com/name/nm0064181/,,,,,,,1
,Sunu Gonera,http://www.imdb.com/name/nm1549343/,,,,,,,1
,Susan Seidelman,http://www.imdb.com/name/nm0782384/,,,,,,,1
,Susan Stroman,http://www.imdb.com/name/nm0834893/,,,,,,,1
,Susanna White,http://www.imdb.com/name/nm1264352/,,,,,,,0
,Susannah Grant,http://www.imdb.com/name/nm0335666/,,,,,,,1
,Susanne Bier,http://www.imdb.com/name/nm0081540/,,,,,,,1
,Sydney Pollack,http://www.imdb.com/name/nm0001628/,,,,,,,1
,Sylvain Chomet,http://www.imdb.com/name/nm0158984/,,,,,,,0
,Sylvain Roy,http://www.imdb.com/name/nm1509943/,,,,,,,0
,Sylvain White,http://www.imdb.com/name/nm1234893/,,,,,,,1
,Sylvester Stallone,http://www.imdb.com/name/nm0000230/,,,,,,,1
,Tadayoshi Yamamuro,http://www.imdb.com/name/nm2238569/,,,,,,,0
,Taika Waititi,http://www.imdb.com/name/nm0169806/,,,,,,,0
,Takashi Shimizu,http://www.imdb.com/name/nm1234345/,,,,,,,1
,Tamara Jenkins,http://www.imdb.com/name/nm0420982/,,,,,,,1
,Tanya Wexler,http://www.imdb.com/name/nm0923330/,,,,,,,0
,Tarsem Singh,http://www.imdb.com/name/nm0802248/,,,,,,,1
,Tate Taylor,http://www.imdb.com/name/nm0853238/,,,,,,,1
,Taylor Hackford,http://www.imdb.com/name/nm0000431/,,,,,,,1
,Teller,http://www.imdb.com/name/nm0854418/,,,,,,,1
,Terrence Malick,http://www.imdb.com/name/nm0000517/,,,,,,,1
,Terry George,http://www.imdb.com/name/nm0313623/,,,,,,,1
,Terry Gilliam,http://www.imdb.com/name/nm0000416/,,,,,,,1
,Terry Zwigoff,http://www.imdb.com/name/nm0959062/,,,,,,,1
,Theodore Melfi,http://www.imdb.com/name/nm0577647/,,,,,,,1
,Thomas Balm¨¨s,http://www.imdb.com/name/nm0050988/,,,,,,,0
,Thomas Bezucha,http://www.imdb.com/name/nm0080120/,,,,,,,1
,Thomas Carter,http://www.imdb.com/name/nm0141961/,,,,,,,1
,Thomas Guard,http://www.imdb.com/name/nm0345307/,,,,,,,1
,Thomas Vinterberg,http://www.imdb.com/name/nm0899121/,,,,,,,0
,Thor Freudenthal,http://www.imdb.com/name/nm0294457/,,,,,,,1
,Tim Burton,http://www.imdb.com/name/nm0000318/,,,,,,,1
,Tim Chambers,http://www.imdb.com/name/nm1016748/,,,,,,,1
,Tim Fywell,http://www.imdb.com/name/nm0299563/,,,,,,,1
,Tim Hetherington,http://www.imdb.com/name/nm1770672/,,,,,,,1
,Tim Hill,http://www.imdb.com/name/nm0384722/,,,,,,,1
,Tim Johnson,http://www.imdb.com/name/nm0426333/,,,,,,,1
,Tim Story,http://www.imdb.com/name/nm4588077/,,,,,,,1
,Timothy Bj?rklund,http://www.imdb.com/name/nm0074723/,,,,,,,1
,Timur Bekmambetov,http://www.imdb.com/name/nm0067457/,,,,,,,1
,Tina Gordon Chism,http://www.imdb.com/name/nm1202276/,,,,,,,1
,Tod Williams,http://www.imdb.com/name/nm0931095/,,,,,,,1
,Todd Edwards,http://www.imdb.com/name/nm0250410/,,,,,,,1
,Todd Field,http://www.imdb.com/name/nm0276062/,,,,,,,1
,Todd Graff,http://www.imdb.com/name/nm0333804/,,,,,,,1
,Todd Haynes,http://www.imdb.com/name/nm0001331/,,,,,,,1
,Todd Holland,http://www.imdb.com/name/nm0390844/,,,,,,,1
,Todd Lincoln,http://www.imdb.com/name/nm1447139/,,,,,,,1
,Todd Phillips,http://www.imdb.com/name/nm0680846/,,,,,,,1
,Todd Strauss-Schulson,http://www.imdb.com/name/nm0833889/,,,,,,,1
,Tom Brady,http://www.imdb.com/name/nm0103744/,,,,,,,1
,Tom Dey,http://www.imdb.com/name/nm0223359/,,,,,,,1
,Tom Ford,http://www.imdb.com/name/nm1053530/,,,,,,,1
,Tom Gormican,http://www.imdb.com/name/nm3230448/,,,,,,,1
,Tom Hanks,http://www.imdb.com/name/nm0000158/,,,,,,,1
,Tom Harper,http://www.imdb.com/name/nm2197777/,,,,,,,1
,Tom Hooper,http://www.imdb.com/name/nm0393799/,,,,,,,1
,Tom McCarthy,http://www.imdb.com/name/nm0565336/,,,,,,,1
,Tom McGrath,http://www.imdb.com/name/nm0569891/,,,,,,,1
,Tom Shadyac,http://www.imdb.com/name/nm0001723/,,,,,,,1
,Tom Tykwer,http://www.imdb.com/name/nm0878756/,,,,,,,1
,Tom Vaughan,http://www.imdb.com/name/nm0891114/,,,,,,,1
,Tomas Alfredson,http://www.imdb.com/name/nm0019247/,,,,,,,0
,Tommy Lee Jones,http://www.imdb.com/name/nm0000169/,,,,,,,1
,Tommy O'Haver,http://www.imdb.com/name/nm0641373/,,,,,,,1
,Tommy Wirkola,http://www.imdb.com/name/nm2482088/,,,,,,,1
,Toni Myers,http://www.imdb.com/name/nm0616880/,,,,,,,0
,Tony Bill,http://www.imdb.com/name/nm0082300/,,,,,,,1
,Tony Gilroy,http://www.imdb.com/name/nm0006904/,,,,,,,1
,Tony Goldwyn,http://www.imdb.com/name/nm0001282/,,,,,,,1
,Tony Leech,http://www.imdb.com/name/nm0498555/,,,,,,,1
,Tony Leondis,http://www.imdb.com/name/nm1902232/,,,,,,,1
,Tony Scott,http://www.imdb.com/name/nm0001716/,,,,,,,1
,Travis Cluff,http://www.imdb.com/name/nm4000389/,,,,,,,1
,Trent Cooper,http://www.imdb.com/name/nm1401857/,,,,,,,1
,Trevor Moore,http://www.imdb.com/name/nm2222515/,,,,,,,1
,Trey Parker,http://www.imdb.com/name/nm0005295/,,,,,,,1
,Trish Sie,http://www.imdb.com/name/nm2586324/,,,,,,,1
,Troy Duffy,http://www.imdb.com/name/nm0240627/,,,,,,,1
,Troy Nixey,http://www.imdb.com/name/nm2552536/,,,,,,,1
,Tyler Gillett,http://www.imdb.com/name/nm2419470/,,,,,,,1
,Tyler Perry,http://www.imdb.com/name/nm1347153/,,,,,,,1
,Uwe Boll,http://www.imdb.com/name/nm0093051/,,,,,,,1
,Valerie Faris,http://www.imdb.com/name/nm0267512/,,,,,,,1
,Vic Armstrong,http://www.imdb.com/name/nm0002184/,,,,,,,1
,Vicky Jenson,http://www.imdb.com/name/nm0421776/,,,,,,,1
,Victor Fleming,http://www.imdb.com/name/nm0281808/,,,,,,,1
,Vijay Krishna Acharya,http://www.imdb.com/name/nm1715502/,,,,,,,0
,Vincent Paronnaud,http://www.imdb.com/name/nm1749112/,,,,,,,0
,Vincenzo Natali,http://www.imdb.com/name/nm0622112/,,,,,,,1
,Vishal Bhardwaj,http://www.imdb.com/name/nm0080235/,,,,,,,0
,Vondie Curtis-Hall,http://www.imdb.com/name/nm0193554/,,,,,,,1
,Wally Pfister,http://www.imdb.com/name/nm0002892/,,,,,,,1
,Walt Becker,http://www.imdb.com/name/nm0065608/,,,,,,,1
,Walter Hill,http://www.imdb.com/name/nm0001353/,,,,,,,1
,Walter Salles,http://www.imdb.com/name/nm0758574/,,,,,,,1
,Warren Coleman,http://www.imdb.com/name/nm0171253/,,,,,,,1
,Wash Westmoreland,http://www.imdb.com/name/nm0922903/,,,,,,,1
,Wayne Blair,http://www.imdb.com/name/nm0992370/,,,,,,,0
,Wayne Kramer,http://www.imdb.com/name/nm0469694/,,,,,,,1
,Wayne Wang,http://www.imdb.com/name/nm0911061/,,,,,,,1
,Wen Jiang,http://www.imdb.com/name/nm0422638/,,,,,,,1
,Werner Herzog,http://www.imdb.com/name/nm0001348/,,,,,,,1
,Wes Anderson,http://www.imdb.com/name/nm0027572/,,,,,,,1
,Wes Ball,http://www.imdb.com/name/nm1226871/,,,,,,,1
,Wes Craven,http://www.imdb.com/name/nm0000127/,,,,,,,1
,Wil Shriner,http://www.imdb.com/name/nm0795407/,,,,,,,1
,Will Finn,http://www.imdb.com/name/nm0278181/,,,,,,,1
,Will Gluck,http://www.imdb.com/name/nm0323239/,,,,,,,1
,Will Graham,http://www.imdb.com/name/nm2455747/,,,,,,,1
,Will Speck,http://www.imdb.com/name/nm0817447/,,,,,,,1
,William Arntz,http://www.imdb.com/name/nm0036802/,,,,,,,1
,William Brent Bell,http://www.imdb.com/name/nm0068587/,,,,,,,1
,William Dear,http://www.imdb.com/name/nm0213100/,,,,,,,1
,William Friedkin,http://www.imdb.com/name/nm0001243/,,,,,,,1
,William Riead,http://www.imdb.com/name/nm0726041/,,,,,,,1
,Wim Wenders,http://www.imdb.com/name/nm0000694/,,,,,,,0
,Wolfgang Becker,http://www.imdb.com/name/nm0065615/,,,,,,,0
,Wolfgang Petersen,http://www.imdb.com/name/nm0000583/,,,,,,,1
,Woody Allen,http://www.imdb.com/name/nm0000095/,,,,,,,1
,Xavier Beauvois,http://www.imdb.com/name/nm0064741/,,,,,,,0
,Xavier Dolan,http://www.imdb.com/name/nm0230859/,,,,,,,0
,Xavier Gens,http://www.imdb.com/name/nm1164755/,,,,,,,1
,Xavier Palud,http://www.imdb.com/name/nm0658837/,,,,,,,1
,Yaron Zilberman,http://www.imdb.com/name/nm1597629/,,,,,,,1
,Yash Chopra,http://www.imdb.com/name/nm0007181/,,,,,,,0
,Yimou Zhang,http://www.imdb.com/name/nm0955443/,,,,,,,0
,Youssef Delara,http://www.imdb.com/name/nm0216459/,,,,,,,1
,Yvan Attal,http://www.imdb.com/name/nm0040939/,,,,,,,1
,Y?jir? Takita,http://www.imdb.com/name/nm0847690/,,,,,,,0
,Zach Braff,http://www.imdb.com/name/nm0103785/,,,,,,,1
,Zach Cregger,http://www.imdb.com/name/nm1199107/,,,,,,,1
,Zach Helm,http://www.imdb.com/name/nm1590998/,,,,,,,1
,Zack Snyder,http://www.imdb.com/name/nm0811583/,,,,,,,1
,Zal Batmanglij,http://www.imdb.com/name/nm2610231/,,,,,,,1
,Zana Briski,http://www.imdb.com/name/nm1498640/,,,,,,,1
,Ziad Doueiri,http://www.imdb.com/name/nm0234780/,,,,,,,0
,Zoya Akhtar,http://www.imdb.com/name/nm0015295/,,,,,,,0
